date,channel_grouping,spend,revenue,spend_share_of_total,day_of_week,is_weekend,spend_lag_1,spend_lag_7,spend_lag_14,spend_rolling_mean_7d,revenue_rolling_mean_7d,spend_rolling_mean_14d,revenue_rolling_mean_14d,spend_rolling_mean_30d,revenue_rolling_mean_30d
2024-02-16,Demand Gen,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-17,Demand Gen,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-18,Demand Gen,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-19,Demand Gen,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-20,Demand Gen,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-21,Demand Gen,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-22,Demand Gen,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-23,Demand Gen,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-24,Demand Gen,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-25,Demand Gen,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-26,Demand Gen,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-27,Demand Gen,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-28,Demand Gen,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-29,Demand Gen,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,Demand Gen,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02,Demand Gen,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03,Demand Gen,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,Demand Gen,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,Demand Gen,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,Demand Gen,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,Demand Gen,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-08,Demand Gen,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-09,Demand Gen,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-10,Demand Gen,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-11,Demand Gen,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,Demand Gen,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-13,Demand Gen,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-14,Demand Gen,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-15,Demand Gen,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-16,Demand Gen,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-17,Demand Gen,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-18,Demand Gen,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-19,Demand Gen,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-20,Demand Gen,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-21,Demand Gen,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-22,Demand Gen,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-23,Demand Gen,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-24,Demand Gen,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-25,Demand Gen,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26,Demand Gen,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-27,Demand Gen,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-28,Demand Gen,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-29,Demand Gen,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-30,Demand Gen,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-31,Demand Gen,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,Demand Gen,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-02,Demand Gen,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-03,Demand Gen,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-04,Demand Gen,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-05,Demand Gen,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-06,Demand Gen,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-07,Demand Gen,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-08,Demand Gen,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-09,Demand Gen,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-10,Demand Gen,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-11,Demand Gen,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-12,Demand Gen,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-13,Demand Gen,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-14,Demand Gen,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-15,Demand Gen,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-16,Demand Gen,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-17,Demand Gen,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-18,Demand Gen,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-19,Demand Gen,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-20,Demand Gen,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-21,Demand Gen,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-22,Demand Gen,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-23,Demand Gen,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-24,Demand Gen,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-25,Demand Gen,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-26,Demand Gen,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-27,Demand Gen,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-28,Demand Gen,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-29,Demand Gen,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-30,Demand Gen,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,Demand Gen,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-02,Demand Gen,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-03,Demand Gen,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-04,Demand Gen,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-05,Demand Gen,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-06,Demand Gen,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-07,Demand Gen,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-08,Demand Gen,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-09,Demand Gen,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-10,Demand Gen,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-11,Demand Gen,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-12,Demand Gen,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-13,Demand Gen,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-14,Demand Gen,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-15,Demand Gen,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-16,Demand Gen,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-17,Demand Gen,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-18,Demand Gen,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-19,Demand Gen,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-20,Demand Gen,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-21,Demand Gen,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-22,Demand Gen,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-23,Demand Gen,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-24,Demand Gen,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-25,Demand Gen,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-26,Demand Gen,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-27,Demand Gen,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-28,Demand Gen,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-29,Demand Gen,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-30,Demand Gen,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-31,Demand Gen,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-01,Demand Gen,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-02,Demand Gen,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-03,Demand Gen,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-04,Demand Gen,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-05,Demand Gen,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-06,Demand Gen,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-07,Demand Gen,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-08,Demand Gen,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-09,Demand Gen,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-10,Demand Gen,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-11,Demand Gen,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-12,Demand Gen,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-13,Demand Gen,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-14,Demand Gen,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-15,Demand Gen,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-16,Demand Gen,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-17,Demand Gen,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-18,Demand Gen,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-19,Demand Gen,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-20,Demand Gen,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-21,Demand Gen,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-22,Demand Gen,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-23,Demand Gen,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-24,Demand Gen,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-25,Demand Gen,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-26,Demand Gen,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-27,Demand Gen,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-28,Demand Gen,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-29,Demand Gen,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-30,Demand Gen,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,Demand Gen,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-02,Demand Gen,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-03,Demand Gen,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-04,Demand Gen,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-05,Demand Gen,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-06,Demand Gen,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-07,Demand Gen,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-08,Demand Gen,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-09,Demand Gen,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-10,Demand Gen,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-11,Demand Gen,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-12,Demand Gen,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-13,Demand Gen,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-14,Demand Gen,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,Demand Gen,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-16,Demand Gen,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-17,Demand Gen,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18,Demand Gen,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,Demand Gen,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
