date,platform,spend,revenue,spend_share_of_total,day_of_week,is_weekend,spend_lag_1,spend_lag_7,spend_lag_14,spend_rolling_mean_7d,revenue_rolling_mean_7d,spend_rolling_mean_14d,revenue_rolling_mean_14d,spend_rolling_mean_30d,revenue_rolling_mean_30d
2024-01-24,Bing Ads,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-25,Bing Ads,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-26,Bing Ads,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-27,Bing Ads,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-28,Bing Ads,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-29,Bing Ads,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-30,Bing Ads,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-31,Bing Ads,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,Bing Ads,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-02,Bing Ads,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-03,Bing Ads,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-04,Bing Ads,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-05,Bing Ads,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-06,Bing Ads,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-07,Bing Ads,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-08,Bing Ads,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-09,Bing Ads,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-10,Bing Ads,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-11,Bing Ads,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-12,Bing Ads,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-13,Bing Ads,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-14,Bing Ads,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-15,Bing Ads,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-16,Bing Ads,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-17,Bing Ads,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-18,Bing Ads,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-19,Bing Ads,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-20,Bing Ads,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-21,Bing Ads,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-22,Bing Ads,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-23,Bing Ads,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-24,Bing Ads,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-25,Bing Ads,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-26,Bing Ads,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-27,Bing Ads,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-28,Bing Ads,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-29,Bing Ads,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,Bing Ads,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-02,Bing Ads,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-03,Bing Ads,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,Bing Ads,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05,Bing Ads,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-06,Bing Ads,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-07,Bing Ads,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-08,Bing Ads,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-09,Bing Ads,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-10,Bing Ads,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-11,Bing Ads,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-12,Bing Ads,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-13,Bing Ads,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-14,Bing Ads,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-15,Bing Ads,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-16,Bing Ads,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-17,Bing Ads,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-18,Bing Ads,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-19,Bing Ads,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-20,Bing Ads,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-21,Bing Ads,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-22,Bing Ads,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-23,Bing Ads,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-24,Bing Ads,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-25,Bing Ads,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-26,Bing Ads,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-27,Bing Ads,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-28,Bing Ads,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-29,Bing Ads,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-30,Bing Ads,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-31,Bing Ads,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,Bing Ads,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-02,Bing Ads,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-03,Bing Ads,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-04,Bing Ads,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-05,Bing Ads,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-06,Bing Ads,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-07,Bing Ads,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-08,Bing Ads,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-09,Bing Ads,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-10,Bing Ads,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-11,Bing Ads,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-12,Bing Ads,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-13,Bing Ads,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-14,Bing Ads,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-15,Bing Ads,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-16,Bing Ads,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-17,Bing Ads,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-18,Bing Ads,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-19,Bing Ads,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-20,Bing Ads,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-21,Bing Ads,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-22,Bing Ads,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-23,Bing Ads,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-24,Bing Ads,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-25,Bing Ads,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-26,Bing Ads,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-27,Bing Ads,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-28,Bing Ads,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-29,Bing Ads,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-30,Bing Ads,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,Bing Ads,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-02,Bing Ads,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-03,Bing Ads,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-04,Bing Ads,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-05,Bing Ads,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-06,Bing Ads,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-07,Bing Ads,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-08,Bing Ads,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-09,Bing Ads,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-10,Bing Ads,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-11,Bing Ads,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-12,Bing Ads,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-13,Bing Ads,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-14,Bing Ads,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-15,Bing Ads,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-16,Bing Ads,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-17,Bing Ads,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-18,Bing Ads,0.0,0.0,0.0,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-19,Bing Ads,0.0,0.0,0.0,Sunday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-20,Bing Ads,0.0,0.0,0.0,Monday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-21,Bing Ads,0.0,0.0,0.0,Tuesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-22,Bing Ads,0.0,0.0,0.0,Wednesday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-23,Bing Ads,0.0,0.0,0.0,Thursday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-24,Bing Ads,0.0,0.0,0.0,Friday,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-25,Bing Ads,4.7,0.0,0.006736235989460422,Saturday,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-26,Bing Ads,4.300000000000001,0.0,0.005799001684597854,Sunday,True,4.7,0.0,0.0,0.6714285714285715,0.0,0.33571428571428574,0.0,0.15666666666666668,0.0
2024-05-27,Bing Ads,4.41,0.0,0.00532209909738382,Monday,False,4.300000000000001,0.0,0.0,1.2857142857142858,0.0,0.6428571428571429,0.0,0.3,0.0
2024-05-28,Bing Ads,2.61,0.0,0.0040099956316090885,Tuesday,False,4.41,0.0,0.0,1.9157142857142857,0.0,0.9578571428571429,0.0,0.447,0.0
2024-05-29,Bing Ads,2.56,46.94,0.005278195249460569,Wednesday,False,2.61,0.0,0.0,2.2885714285714287,0.0,1.1442857142857144,0.0,0.534,0.0
2024-05-30,Bing Ads,2.6,0.0,0.006336172556009085,Thursday,False,2.56,0.0,0.0,2.6542857142857144,6.7057142857142855,1.3271428571428572,3.3528571428571428,0.6193333333333334,1.5646666666666667
2024-05-31,Bing Ads,6.85,0.0,0.020251189965835147,Friday,False,2.6,0.0,0.0,3.025714285714286,6.7057142857142855,1.512857142857143,3.3528571428571428,0.706,1.5646666666666667
2024-06-01,Bing Ads,29.68,70.23,0.08667076999810115,Saturday,True,6.85,4.7,0.0,4.0042857142857144,6.7057142857142855,2.0021428571428572,3.3528571428571428,0.9343333333333333,1.5646666666666667
2024-06-02,Bing Ads,25.58,135.47,0.06068588453561509,Sunday,True,29.68,4.300000000000001,0.0,7.572857142857144,16.73857142857143,4.122142857142857,8.369285714285715,1.9236666666666666,3.905666666666667
2024-06-03,Bing Ads,54.42,242.14,0.13972335817486436,Monday,False,25.58,4.41,0.0,10.612857142857141,36.09142857142857,5.949285714285714,18.045714285714286,2.776333333333333,8.421333333333333
2024-06-04,Bing Ads,79.26,317.63,0.17620605513856508,Tuesday,False,54.42,2.61,0.0,17.757142857142856,70.68285714285715,9.836428571428572,35.34142857142857,4.590333333333334,16.492666666666665
2024-06-05,Bing Ads,85.44,68.79,0.17251446936339182,Wednesday,False,79.26,2.56,0.0,28.707142857142856,116.05857142857143,15.497857142857143,58.02928571428571,7.232333333333333,27.080333333333332
2024-06-06,Bing Ads,96.07,281.37,0.16506231207946995,Thursday,False,85.44,2.6,0.0,40.54714285714285,119.17999999999999,21.600714285714282,62.942857142857136,10.080333333333332,29.37333333333333
2024-06-07,Bing Ads,110.47,251.08,0.1779462361969326,Friday,False,96.07,6.85,0.0,53.89999999999999,159.3757142857143,28.462857142857143,83.04071428571429,13.282666666666668,38.75233333333333
2024-06-08,Bing Ads,102.34,390.72,0.14675568473969042,Saturday,True,110.47,29.68,4.7,68.70285714285714,195.24428571428572,36.35357142857143,100.97500000000001,16.965,47.12166666666667
2024-06-09,Bing Ads,107.39,232.01000000000002,0.11751413833017413,Sunday,True,102.34,25.58,4.300000000000001,79.08285714285715,241.02857142857144,43.32785714285715,128.88357142857143,20.37633333333333,60.14566666666666
2024-06-10,Bing Ads,99.54,242.2,0.09943969726560184,Monday,False,107.39,54.42,4.41,90.77,254.82,50.69142857142857,145.4557142857143,23.956,67.87933333333334
2024-06-11,Bing Ads,128.21,325.24,0.12541875714803033,Tuesday,False,99.54,79.26,2.61,97.21571428571428,254.82857142857142,57.48642857142857,162.75571428571428,27.274,75.95266666666666
2024-06-12,Bing Ads,123.95,349.12,0.15823421957351627,Wednesday,False,128.21,85.44,2.56,104.20857142857143,255.9157142857143,66.45785714285714,185.98714285714286,31.547666666666668,86.79400000000001
2024-06-13,Bing Ads,109.75,319.45000000000005,0.1276381319052811,Thursday,False,123.95,96.07,2.6,109.71000000000001,295.96285714285716,75.12857142857142,207.57142857142858,35.67933333333334,98.43133333333334
2024-06-14,Bing Ads,131.09,355.15,0.17185870712366152,Friday,False,109.75,110.47,6.85,111.66428571428573,301.40285714285716,82.78214285714286,230.3892857142857,39.33766666666667,109.07966666666668
2024-06-15,Bing Ads,119.78,202.32999999999998,0.15537076376482428,Saturday,True,131.09,102.34,29.68,114.61,316.27000000000004,91.65642857142858,255.75714285714284,43.70733333333333,120.91799999999999
2024-06-16,Bing Ads,148.99,549.42,0.15417108073954502,Sunday,True,119.78,107.39,25.58,117.10142857142857,289.35714285714283,98.09214285714286,265.1928571428571,47.7,127.66233333333334
2024-06-17,Bing Ads,132.75,664.2,0.12069331103777996,Monday,False,148.99,99.54,54.42,123.04428571428572,334.70142857142855,106.90714285714286,294.76071428571424,52.666333333333334,145.97633333333334
2024-06-18,Bing Ads,132.34,216.41,0.13654139947974303,Tuesday,False,132.75,128.21,79.26,127.78857142857144,394.9871428571429,112.50214285714286,324.90785714285715,57.09133333333333,168.11633333333333
2024-06-19,Bing Ads,138.09,311.72,0.14624503063961006,Wednesday,False,132.34,123.95,85.44,128.37857142857143,379.44,116.29357142857143,317.67785714285714,61.50266666666666,175.32999999999998
2024-06-20,Bing Ads,136.78,384.53,0.14057928623026775,Thursday,False,138.09,109.75,96.07,130.39857142857142,374.0971428571429,120.05428571428573,335.03000000000003,66.10566666666666,185.72066666666666
2024-06-21,Bing Ads,118.47,227.54,0.1267233776333709,Friday,False,136.78,131.09,110.47,134.26,383.3942857142857,122.96214285714287,342.3985714285714,70.66499999999999,198.53833333333333
2024-06-22,Bing Ads,122.92,362.56999999999994,0.11466458107229072,Saturday,True,118.47,119.78,102.34,132.45714285714286,365.16428571428565,123.53357142857143,340.71714285714285,74.614,206.123
2024-06-23,Bing Ads,120.82,292.4,0.12491174231200095,Sunday,True,122.92,148.99,107.39,132.90571428571428,388.05571428571426,125.00357142857142,338.70642857142855,78.71133333333334,218.2086666666667
2024-06-24,Bing Ads,114.53,68.0,0.10743610708672072,Monday,False,120.82,132.75,99.54,128.88142857142856,351.3385714285714,125.96285714285716,343.02000000000004,82.73866666666666,227.95533333333333
2024-06-25,Bing Ads,117.05,546.32,0.11538118162578823,Tuesday,False,114.53,132.34,128.21,126.27857142857142,266.16714285714284,127.03357142857143,330.57714285714286,86.39966666666668,230.222
2024-06-26,Bing Ads,150.79,364.29,0.1595874505123724,Wednesday,False,117.05,138.09,123.95,124.0942857142857,313.29714285714283,126.23642857142859,346.36857142857144,90.158,248.43266666666665
2024-06-27,Bing Ads,149.08,377.27,0.12906068387646158,Thursday,False,150.79,136.78,109.75,125.90857142857143,320.8071428571429,128.15357142857144,347.45214285714286,95.03733333333335,260.5756666666667
2024-06-28,Bing Ads,104.78,430.9,0.11160279430944318,Friday,False,149.08,118.47,131.09,127.66571428571429,319.77,130.96285714285713,351.58214285714286,99.91966666666667,273.1513333333333
2024-06-29,Bing Ads,139.22,638.8299999999999,0.10585678177954505,Saturday,True,104.78,122.92,119.78,125.71000000000001,348.82142857142856,129.08357142857145,356.99285714285713,103.327,285.95
2024-06-30,Bing Ads,206.09,819.02,0.12509895338442417,Sunday,True,139.22,120.82,148.99,128.03857142857143,388.2871428571429,130.47214285714284,388.1714285714285,107.88100000000001,307.2443333333333
2024-07-01,Bing Ads,162.04,252.28,0.11031143031921141,Monday,False,206.09,114.53,132.75,140.22,463.5185714285714,134.5507142857143,407.4285714285714,114.52233333333334,334.545
2024-07-02,Bing Ads,162.68,765.12,0.12191744429956344,Tuesday,False,162.04,117.05,132.34,147.00714285714284,489.8442857142857,136.64285714285714,378.0057142857143,118.93433333333334,340.6133333333334
2024-07-03,Bing Ads,113.08,387.22,0.11044572316200303,Wednesday,False,162.68,150.79,138.09,153.5257142857143,521.1014285714285,138.81,417.19928571428574,123.50433333333334,361.60166666666663
2024-07-04,Bing Ads,109.67,237.41,0.11077909291583743,Thursday,False,113.08,149.08,136.78,148.13857142857142,524.3771428571429,137.02357142857142,422.5921428571428,125.45966666666666,366.43766666666664
