date,platform,series_type,observed,trend_classical,seasonal_classical,resid_classical,trend_stl,seasonal_stl,resid_stl
2024-01-27,Bing Ads,spend,0.0,0.0,-4.956365454318205,4.956365454318205,6.501210626711345e-12,-8.73898875608551e-12,2.2377781293741645e-12
2024-01-28,Bing Ads,spend,0.0,0.0,-3.5544266788080026,3.5544266788080026,3.920786686415805e-12,-6.931827828795512e-12,3.0110411423797064e-12
2024-01-29,Bing Ads,spend,0.0,0.0,8.812005285053656,-8.812005285053656,-1.2695326401485886e-13,-4.508590421081854e-12,4.6355436850967135e-12
2024-01-30,Bing Ads,spend,0.0,0.0,0.41218526255647,-0.41218526255647,-6.1732113830982804e-12,-1.2242662806202123e-12,7.397477663718493e-12
2024-01-31,Bing Ads,spend,0.0,0.0,-0.7397973021229555,0.7397973021229555,-1.4980806270345232e-11,3.5731179849940233e-12,1.1407688285351209e-11
2024-02-01,Bing Ads,spend,0.0,0.0,0.10385407181244655,-0.10385407181244655,-2.7318186810301736e-11,1.1155420974398233e-11,1.6162765835903502e-11
2024-02-02,Bing Ads,spend,0.0,0.0,-0.07745518417341307,0.07745518417341307,-4.3825568542426904e-11,2.3357103664916416e-11,2.0468464877510488e-11
2024-02-03,Bing Ads,spend,0.0,0.0,-4.956365454318205,4.956365454318205,-6.49287555963247e-11,4.2123086011959936e-11,2.2805669584364766e-11
2024-02-04,Bing Ads,spend,0.0,0.0,-3.5544266788080026,3.5544266788080026,-9.087281618958268e-11,6.872345092991699e-11,2.2149365259665692e-11
2024-02-05,Bing Ads,spend,0.0,0.0,8.812005285053656,-8.812005285053656,-1.2190367476446487e-10,1.0298318773984182e-10,1.8920487024623048e-11
2024-02-06,Bing Ads,spend,0.0,0.0,0.41218526255647,-0.41218526255647,-1.5853139697540168e-10,1.4309961387101269e-10,1.5431783104388998e-11
2024-02-07,Bing Ads,spend,0.0,0.0,-0.7397973021229555,0.7397973021229555,-2.0169722273329752e-10,1.863764432696425e-10,1.532077946365502e-11
2024-02-08,Bing Ads,spend,0.0,0.0,0.10385407181244655,-0.10385407181244655,-2.5260402592623045e-10,2.3100388731483128e-10,2.1600138611399173e-11
2024-02-09,Bing Ads,spend,0.0,0.0,-0.07745518417341307,0.07745518417341307,-3.1203884669803767e-10,2.7823544996695135e-10,3.3803396731086315e-11
2024-02-10,Bing Ads,spend,0.0,0.0,-4.956365454318205,4.956365454318205,-3.7926489910501483e-10,3.3357187376868835e-10,4.5693025336326474e-11
2024-02-11,Bing Ads,spend,0.0,0.0,-3.5544266788080026,3.5544266788080026,-4.5092560296993316e-10,4.053813120104872e-10,4.554429095944598e-11
2024-02-12,Bing Ads,spend,0.0,0.0,8.812005285053656,-8.812005285053656,-5.206637169801875e-10,5.001082932768089e-10,2.055542370337864e-11
2024-02-13,Bing Ads,spend,0.0,0.0,0.41218526255647,-0.41218526255647,-5.800006763671243e-10,6.150484300722992e-10,-3.504775370517492e-11
2024-02-14,Bing Ads,spend,0.0,0.0,-0.7397973021229555,0.7397973021229555,-6.202609177823141e-10,7.321302946188083e-10,-1.1186937683649415e-10
2024-02-15,Bing Ads,spend,0.0,0.0,0.10385407181244655,-0.10385407181244655,-6.342042218373486e-10,8.181430220533403e-10,-1.8393880021599166e-10
2024-02-16,Bing Ads,spend,0.0,0.0,-0.07745518417341307,0.07745518417341307,-6.153030611642741e-10,8.356687256471885e-10,-2.2036566448291436e-10
2024-02-17,Bing Ads,spend,0.0,0.0,-4.956365454318205,4.956365454318205,-5.531744021796463e-10,7.630250695860236e-10,-2.098506674063773e-10
2024-02-18,Bing Ads,spend,0.0,0.0,-3.5544266788080026,3.5544266788080026,-4.2582681599723586e-10,6.12089837198416e-10,-1.8626302120118014e-10
2024-02-19,Bing Ads,spend,0.0,0.0,8.812005285053656,-8.812005285053656,-1.9218334846394482e-10,4.2606246714209565e-10,-2.3387911867815083e-10
2024-02-20,Bing Ads,spend,0.0,0.0,0.41218526255647,-0.41218526255647,2.1008004017763692e-10,2.4405545827145114e-10,-4.5413549844908806e-10
2024-02-21,Bing Ads,spend,0.0,0.0,-0.7397973021229555,0.7397973021229555,8.575858430924816e-10,4.0160093579929105e-11,-8.977459366724107e-10
2024-02-22,Bing Ads,spend,0.0,0.0,0.10385407181244655,-0.10385407181244655,1.8254875312040067e-09,-3.2818706387967437e-10,-1.4973004673243323e-09
2024-02-23,Bing Ads,spend,0.0,0.0,-0.07745518417341307,0.07745518417341307,3.1682418695551337e-09,-1.1161507211461543e-09,-2.0520911484089794e-09
2024-02-24,Bing Ads,spend,0.0,0.0,-4.956365454318205,4.956365454318205,4.905805721301201e-09,-2.607106188618508e-09,-2.2986995326826924e-09
2024-02-25,Bing Ads,spend,0.0,0.0,-3.5544266788080026,3.5544266788080026,7.024547193564505e-09,-4.972666069180778e-09,-2.051881124383727e-09
2024-02-26,Bing Ads,spend,0.0,0.0,8.812005285053656,-8.812005285053656,9.498824683318985e-09,-8.149092641145529e-09,-1.3497320421734556e-09
2024-02-27,Bing Ads,spend,0.0,0.0,0.41218526255647,-0.41218526255647,1.2330997377854875e-08,-1.1812099909529177e-08,-5.188974683256976e-10
2024-02-28,Bing Ads,spend,0.0,0.0,-0.7397973021229555,0.7397973021229555,1.559357881382078e-08,-1.5491769275704804e-08,-1.0180953811597673e-10
2024-02-29,Bing Ads,spend,0.0,0.0,0.10385407181244655,-0.10385407181244655,1.9441273784611046e-08,-1.880480202917035e-08,-6.36471755440695e-10
2024-03-01,Bing Ads,spend,0.0,0.0,-0.07745518417341307,0.07745518417341307,2.4055993071269278e-08,-2.1734902417434136e-08,-2.3210906538351415e-09
2024-03-02,Bing Ads,spend,0.0,0.0,-4.956365454318205,4.956365454318205,2.951210853309241e-08,-2.486053286729158e-08,-4.651575665800829e-09
2024-03-03,Bing Ads,spend,0.0,0.0,-3.5544266788080026,3.5544266788080026,3.5606251044944023e-08,-2.936779406913192e-08,-6.2384569758121034e-09
2024-03-04,Bing Ads,spend,0.0,0.0,8.812005285053656,-8.812005285053656,4.175673980465245e-08,-3.662977315934102e-08,-5.126966645311428e-09
2024-03-05,Bing Ads,spend,0.0,0.0,0.41218526255647,-0.41218526255647,4.7082892323730054e-08,-4.725126230554252e-08,1.6836998181246628e-10
2024-03-06,Bing Ads,spend,0.0,0.0,-0.7397973021229555,0.7397973021229555,5.068020764907616e-08,-5.988892000323642e-08,9.208712354160265e-09
2024-03-07,Bing Ads,spend,0.0,0.0,0.10385407181244655,-0.10385407181244655,5.194852443396718e-08,-7.068995087046377e-08,1.874142643649659e-08
2024-03-08,Bing Ads,spend,0.0,0.0,-0.07745518417341307,0.07745518417341307,5.072057238533267e-08,-7.435744052839982e-08,2.3636868143067146e-08
2024-03-09,Bing Ads,spend,0.0,0.0,-4.956365454318205,4.956365454318205,4.697317529687634e-08,-6.708018606840387e-08,2.010701077152753e-08
2024-03-10,Bing Ads,spend,0.0,0.0,-3.5544266788080026,3.5544266788080026,4.0070510592666595e-08,-4.9842889491329216e-08,9.77237889866262e-09
2024-03-11,Bing Ads,spend,0.0,0.0,8.812005285053656,-8.812005285053656,2.7705746391050497e-08,-2.9236716743278678e-08,1.5309703522281816e-09
2024-03-12,Bing Ads,spend,0.0,0.0,0.41218526255647,-0.41218526255647,4.9167410856409375e-09,-1.3812719471302425e-08,8.895978385661488e-09
2024-03-13,Bing Ads,spend,0.0,0.0,-0.7397973021229555,0.7397973021229555,-3.626112079623156e-08,-7.276426588153158e-09,4.3537547384384716e-08
2024-03-14,Bing Ads,spend,0.0,0.0,0.10385407181244655,-0.10385407181244655,-1.0581704562898755e-07,-2.1421422443997425e-09,1.0795918787338729e-07
2024-03-15,Bing Ads,spend,0.0,0.0,-0.07745518417341307,0.07745518417341307,-2.1292151505117367e-07,2.3257091215996307e-08,1.8966442383517737e-07
2024-03-16,Bing Ads,spend,0.0,0.0,-4.956365454318205,4.956365454318205,-3.6157056601324793e-07,1.0277587785610557e-07,2.5879468815714236e-07
2024-03-17,Bing Ads,spend,0.0,0.0,-3.5544266788080026,3.5544266788080026,-5.469104879033708e-07,2.737986848106924e-07,2.7311180309267844e-07
2024-03-18,Bing Ads,spend,0.0,0.0,8.812005285053656,-8.812005285053656,-7.560385762071305e-07,5.609816499604689e-07,1.9505692624666157e-07
2024-03-19,Bing Ads,spend,0.0,0.0,0.41218526255647,-0.41218526255647,-9.759855602905522e-07,9.540705023333208e-07,2.191505795723134e-08
2024-03-20,Bing Ads,spend,0.0,0.0,-0.7397973021229555,0.7397973021229555,-1.2065693617653486e-06,1.3865990232111447e-06,-1.8002966144579608e-07
2024-03-21,Bing Ads,spend,0.0,0.0,0.10385407181244655,-0.10385407181244655,-1.469433237437808e-06,1.7376800329198476e-06,-2.682467954820395e-07
2024-03-22,Bing Ads,spend,0.0,0.0,-0.07745518417341307,0.07745518417341307,-1.8025680498718018e-06,1.8911534934813025e-06,-8.858544360950068e-08
2024-03-23,Bing Ads,spend,0.0,0.0,-4.956365454318205,4.956365454318205,-2.236880506002469e-06,1.8507216453061859e-06,3.8615886069628316e-07
2024-03-24,Bing Ads,spend,0.0,0.0,-3.5544266788080026,3.5544266788080026,-2.7662233923157057e-06,1.8294105843901591e-06,9.368128079255466e-07
2024-03-25,Bing Ads,spend,0.0,0.0,8.812005285053656,-8.812005285053656,-3.3327060106875556e-06,2.1958020289999897e-06,1.1369039816875659e-06
2024-03-26,Bing Ads,spend,0.0,0.0,0.41218526255647,-0.41218526255647,-3.840277645710786e-06,3.238950678471749e-06,6.013269672390367e-07
2024-03-27,Bing Ads,spend,0.0,0.0,-0.7397973021229555,0.7397973021229555,-4.186201383759208e-06,4.8606967278442305e-06,-6.744953440850227e-07
2024-03-28,Bing Ads,spend,0.0,0.0,0.10385407181244655,-0.10385407181244655,-4.2921892063029746e-06,6.438627661911183e-06,-2.1464384556082084e-06
2024-03-29,Bing Ads,spend,0.0,0.0,-0.07745518417341307,0.07745518417341307,-4.133828590475726e-06,7.10106161926219e-06,-2.9672330287864643e-06
2024-03-30,Bing Ads,spend,0.0,0.0,-4.956365454318205,4.956365454318205,-3.768104698567663e-06,6.340923497445023e-06,-2.57281879887736e-06
2024-03-31,Bing Ads,spend,0.0,0.0,-3.5544266788080026,3.5544266788080026,-3.322014303859185e-06,4.398915021973584e-06,-1.0769007181143987e-06
2024-04-01,Bing Ads,spend,0.0,0.0,8.812005285053656,-8.812005285053656,-2.877371611554894e-06,1.9234181389242845e-06,9.539534726306096e-07
2024-04-02,Bing Ads,spend,0.0,0.0,0.41218526255647,-0.41218526255647,-2.2222080985600696e-06,-4.367908528244926e-07,2.6589989513845623e-06
2024-04-03,Bing Ads,spend,0.0,0.0,-0.7397973021229555,0.7397973021229555,-5.461972955954692e-07,-1.6759884991265268e-06,2.222185794721996e-06
2024-04-04,Bing Ads,spend,0.0,0.0,0.10385407181244655,-0.10385407181244655,3.6542395361990717e-06,-4.720315582750276e-07,-3.182207977924044e-06
2024-04-05,Bing Ads,spend,0.0,0.0,-0.07745518417341307,0.07745518417341307,1.209400576702001e-05,3.130465654129031e-06,-1.522447142114904e-05
2024-04-06,Bing Ads,spend,0.0,0.0,-4.956365454318205,4.956365454318205,2.562129276257581e-05,5.502431490247601e-06,-3.112372425282341e-05
2024-04-07,Bing Ads,spend,0.0,0.0,-3.5544266788080026,3.5544266788080026,4.324953404806337e-05,-8.992406989212227e-07,-4.235029334914215e-05
2024-04-08,Bing Ads,spend,0.0,0.0,8.812005285053656,-8.812005285053656,6.23224685523888e-05,-2.605604292672505e-05,-3.626642562566375e-05
2024-04-09,Bing Ads,spend,0.0,0.0,0.41218526255647,-0.41218526255647,8.013729993832442e-05,-7.561202114074098e-05,-4.525278797583437e-06
2024-04-10,Bing Ads,spend,0.0,0.0,-0.7397973021229555,0.7397973021229555,9.614199638306278e-05,-0.00013817700960457572,4.203501322151294e-05
2024-04-11,Bing Ads,spend,0.0,0.0,0.10385407181244655,-0.10385407181244655,0.00011298545886507994,-0.00018311104841220585,7.01255895471259e-05
2024-04-12,Bing Ads,spend,0.0,0.0,-0.07745518417341307,0.07745518417341307,0.00013504273384324923,-0.00018185861111690021,4.6815877273650986e-05
2024-04-13,Bing Ads,spend,0.0,0.0,-4.956365454318205,4.956365454318205,0.00016525077417990113,-0.00013787092170765606,-2.7379852472245067e-05
2024-04-14,Bing Ads,spend,0.0,0.0,-3.5544266788080026,3.5544266788080026,0.0002039702228236336,-9.186963598039488e-05,-0.00011210058684323873
2024-04-15,Bing Ads,spend,0.0,0.0,8.812005285053656,-8.812005285053656,0.0002517591803079184,-0.00010138787966685052,-0.00015037130064106787
2024-04-16,Bing Ads,spend,0.0,0.0,0.41218526255647,-0.41218526255647,0.0003082279545961617,-0.0002022697180105329,-0.00010595823658562882
2024-04-17,Bing Ads,spend,0.0,0.0,-0.7397973021229555,0.7397973021229555,0.00036087684353804935,-0.0003633107713344328,2.4339277963834308e-06
2024-04-18,Bing Ads,spend,0.0,0.0,0.10385407181244655,-0.10385407181244655,0.00038077122180805995,-0.0004948717319901111,0.00011410051018205118
2024-04-19,Bing Ads,spend,0.0,0.0,-0.07745518417341307,0.07745518417341307,0.0003426303242032787,-0.0005561522282461096,0.00021352190404283088
2024-04-20,Bing Ads,spend,0.0,0.0,-4.956365454318205,4.956365454318205,0.00025698764094717616,-0.0006694486791889544,0.00041246103824177827
2024-04-21,Bing Ads,spend,0.0,0.0,-3.5544266788080026,3.5544266788080026,0.0001791173557934197,-0.0008161753772509815,0.0006370580214575618
2024-04-22,Bing Ads,spend,0.0,0.0,8.812005285053656,-8.812005285053656,0.0001873235342680829,-0.0004535018839312336,0.0002661783496631507
2024-04-23,Bing Ads,spend,0.0,0.0,0.41218526255647,-0.41218526255647,0.00031407739427643714,0.0004854766896397679,-0.000799554083916205
2024-04-24,Bing Ads,spend,0.0,0.0,-0.7397973021229555,0.7397973021229555,0.00044225922310320363,0.0012759093342674336,-0.0017181685573706372
2024-04-25,Bing Ads,spend,0.0,0.0,0.10385407181244655,-0.10385407181244655,0.00029345972414064793,0.0008388395132080256,-0.0011322992373486735
2024-04-26,Bing Ads,spend,0.0,0.0,-0.07745518417341307,0.07745518417341307,-0.00040321634222998667,-0.0005227873110087477,0.0009260036532387343
2024-04-27,Bing Ads,spend,0.0,0.0,-4.956365454318205,4.956365454318205,-0.001687158626382199,-0.0025852952032019523,0.004272453829584151
2024-04-28,Bing Ads,spend,0.0,0.0,-3.5544266788080026,3.5544266788080026,-0.0033433375729721646,-0.004083856093402514,0.007427193666374679
2024-04-29,Bing Ads,spend,0.0,0.0,8.812005285053656,-8.812005285053656,-0.005072207270782961,-0.0009710973745902631,0.006043304645373224
2024-04-30,Bing Ads,spend,0.0,0.0,0.41218526255647,-0.41218526255647,-0.006696333514185914,0.007352873735758001,-0.0006565402215720868
2024-05-01,Bing Ads,spend,0.0,0.0,-0.7397973021229555,0.7397973021229555,-0.008294844477302348,0.016070815885586377,-0.007775971408284029
2024-05-02,Bing Ads,spend,0.0,0.0,0.10385407181244655,-0.10385407181244655,-0.010033239740963016,0.018138017733061906,-0.00810477799209889
2024-05-03,Bing Ads,spend,0.0,0.0,-0.07745518417341307,0.07745518417341307,-0.011543687280785381,0.015492796885539289,-0.003949109604753908
2024-05-04,Bing Ads,spend,0.0,0.0,-4.956365454318205,4.956365454318205,-0.01145684472676924,0.011442343764613621,1.4500962155617955e-05
2024-05-05,Bing Ads,spend,0.0,0.0,-3.5544266788080026,3.5544266788080026,-0.01059817137231242,0.00795575973097179,0.0026424116413406307
2024-05-06,Bing Ads,spend,0.0,0.0,8.812005285053656,-8.812005285053656,-0.015415501256924598,0.010656325136255036,0.0047591761206695615
2024-05-07,Bing Ads,spend,0.0,0.0,0.41218526255647,-0.41218526255647,-0.027262710736422984,0.02049772150580981,0.006764989230613173
2024-05-08,Bing Ads,spend,0.0,0.0,-0.7397973021229555,0.7397973021229555,-0.03846309538221625,0.015217399235068957,0.02324569614714729
2024-05-09,Bing Ads,spend,0.0,0.0,0.10385407181244655,-0.10385407181244655,-0.03687430019551397,-0.019725343600575235,0.05659964379608921
2024-05-10,Bing Ads,spend,0.0,0.0,-0.07745518417341307,0.07745518417341307,-0.02514618187059834,-0.07726472444104668,0.10241090631164501
2024-05-11,Bing Ads,spend,0.0,0.0,-4.956365454318205,4.956365454318205,-0.007881216337150311,0.3227664534814294,-0.3148852371442791
2024-05-12,Bing Ads,spend,0.0,0.0,-3.5544266788080026,3.5544266788080026,0.005354509846656807,0.17997218763798933,-0.18532669748464614
2024-05-13,Bing Ads,spend,0.0,0.0,8.812005285053656,-8.812005285053656,-0.007781159239769618,0.07425841709491662,-0.066477257855147
2024-05-14,Bing Ads,spend,0.0,0.0,0.41218526255647,-0.41218526255647,-0.04650987218947515,-0.5465757838762753,0.5930856560657504
2024-05-15,Bing Ads,spend,0.0,0.0,-0.7397973021229555,0.7397973021229555,-0.07709914774054467,0.0529601522003767,0.024138995540167976
2024-05-16,Bing Ads,spend,0.0,0.0,0.10385407181244655,-0.10385407181244655,-0.056707694333691286,-0.09911497614220438,0.15582267047589565
2024-05-17,Bing Ads,spend,0.0,0.0,-0.07745518417341307,0.07745518417341307,0.0014194857147470231,-0.3157494672513652,0.3143299815366182
2024-05-18,Bing Ads,spend,0.0,0.0,-4.956365454318205,4.956365454318205,0.07334399823792256,1.1356480749207165,-1.208992073158639
2024-05-19,Bing Ads,spend,0.0,0.0,-3.5544266788080026,3.5544266788080026,0.16587610140048037,0.6187583094598378,-0.7846344108603182
2024-05-20,Bing Ads,spend,0.0,0.0,8.812005285053656,-8.812005285053656,0.309232457521917,0.18035936190235263,-0.48959181942426966
2024-05-21,Bing Ads,spend,0.0,0.0,0.41218526255647,-0.41218526255647,0.526947897594536,-2.100662728654035,1.5737148310594993
2024-05-22,Bing Ads,spend,0.0,0.6714285714285714,-0.7397973021229555,0.0683687306943841,0.8954215205048403,-0.09942675878100471,-0.7959947617238355
2024-05-23,Bing Ads,spend,0.0,1.2857142857142856,0.10385407181244655,-1.3895683575267321,1.4648581290805236,-0.6146644807983537,-0.8501936482821699
2024-05-24,Bing Ads,spend,0.0,1.9157142857142855,-0.07745518417341307,-1.8382591015408725,2.179084790624468,-1.2855537047886787,-0.8935310858357894
2024-05-25,Bing Ads,spend,4.7,2.2885714285714283,-4.956365454318205,7.367794025746777,3.0109818775829016,2.052893042644954,-0.3638749202278553
2024-05-26,Bing Ads,spend,4.300000000000001,2.654285714285714,-3.5544266788080026,5.200140964522289,4.0289063403841965,3.275616040032641,-3.004522380416837
2024-05-27,Bing Ads,spend,4.41,3.0257142857142854,8.812005285053656,-7.427719570767941,5.3529223513637,-0.5464297687896976,-0.39649258257400266
2024-05-28,Bing Ads,spend,2.61,4.004285714285714,0.41218526255647,-1.8064709768421836,9.63411132279932,-6.0271085577199175,-0.9970027650794027
2024-05-29,Bing Ads,spend,2.56,7.572857142857142,-0.7397973021229555,-4.273059840734186,18.745902132442556,3.6361265238104132,-19.822028656252968
2024-05-30,Bing Ads,spend,2.6,10.612857142857141,0.10385407181244655,-8.116711214669587,26.39181379180147,-3.6941830164238953,-20.097630775377574
2024-05-31,Bing Ads,spend,6.85,17.757142857142856,-0.07745518417341307,-10.829687672969444,33.43893011137779,2.2331584209827935,-28.82208853236059
2024-06-01,Bing Ads,spend,29.68,28.707142857142856,-4.956365454318205,5.929222597175349,40.68476344072014,-1.3698448324556165,-9.634918608264524
2024-06-02,Bing Ads,spend,25.58,40.54714285714286,-3.5544266788080026,-11.412716178334858,48.21109390042788,6.776771921664641,-29.407865822092525
2024-06-03,Bing Ads,spend,54.42,53.9,8.812005285053656,-8.292005285053653,55.67468286669684,-1.5783634446290373,0.3236805779322012
2024-06-04,Bing Ads,spend,79.26,68.70285714285714,0.41218526255647,10.144957594586394,62.682992246707535,-4.067015640960652,20.644023394253118
2024-06-05,Bing Ads,spend,85.44,79.08285714285714,-0.7397973021229555,7.096940159265817,69.31947977494767,4.42565001083051,11.694870214221822
2024-06-06,Bing Ads,spend,96.07,90.77,0.10385407181244655,5.19614592818755,75.95035327216961,-5.154874634530274,25.27452136236066
2024-06-07,Bing Ads,spend,110.47,97.21571428571427,-0.07745518417341307,13.331740898459142,82.58512926848253,-0.32815273273283185,28.2130234642503
2024-06-08,Bing Ads,spend,102.34,104.20857142857142,-4.956365454318205,3.087794025746791,89.23459744111868,-5.391736180748435,18.49713873962976
2024-06-09,Bing Ads,spend,107.39,109.71000000000001,-3.5544266788080026,1.2344266788079952,96.08651455103829,11.123049144268679,0.18043630469303196
2024-06-10,Bing Ads,spend,99.54,111.66428571428571,8.812005285053656,-20.936290999339363,102.4372938703425,-2.344565334096099,-0.5527285362463914
2024-06-11,Bing Ads,spend,128.21,114.60999999999999,0.41218526255647,13.187814737443553,108.08308695150157,-4.461471383529348,24.588384432027794
2024-06-12,Bing Ads,spend,123.95,117.10142857142857,-0.7397973021229555,7.588368730694388,113.1887770626458,6.960081800747022,3.8011411366071854
2024-06-13,Bing Ads,spend,109.75,123.0442857142857,0.10385407181244655,-13.398139786098152,117.74974585060694,-9.687925162991553,1.6881793123846052
2024-06-14,Bing Ads,spend,131.09,127.78857142857142,-0.07745518417341307,3.3788837556020006,121.86329638537738,6.50556940820389,2.721134206418739
2024-06-15,Bing Ads,spend,119.78,128.37857142857143,-4.956365454318205,-3.642205974253227,125.5904295949439,-9.986569721423285,4.176140126479382
2024-06-16,Bing Ads,spend,148.99,130.39857142857142,-3.5544266788080026,22.145855250236597,128.54781734655333,18.08875142987624,2.353431223570425
2024-06-17,Bing Ads,spend,132.75,134.26,8.812005285053656,-10.322005285053647,130.6855964642092,0.23390845659706172,1.8304950791937529
2024-06-18,Bing Ads,spend,132.34,132.45714285714283,0.41218526255647,-0.5293281196992936,132.4263923795377,-1.4425924334419935,1.3562000539043026
2024-06-19,Bing Ads,spend,138.09,132.90571428571425,-0.7397973021229555,5.924083016408705,133.75506645666485,6.190545509727188,-1.855611966392047
2024-06-20,Bing Ads,spend,136.78,128.8814285714286,0.10385407181244655,7.7947173567589685,134.71895820481717,-1.5260956906678924,3.587137485850718
2024-06-21,Bing Ads,spend,118.47,126.27857142857144,-0.07745518417341307,-7.731116244398027,136.01146716386208,-17.48703992101327,-0.05442724284881706
2024-06-22,Bing Ads,spend,122.92,124.09428571428573,-4.956365454318205,3.782079740032475,137.51529570344334,-10.221260597285536,-4.374035106157805
2024-06-23,Bing Ads,spend,120.82,125.90857142857143,-3.5544266788080026,-1.5341447497634388,139.01349992186294,10.987474234954979,-29.180974156817925
2024-06-24,Bing Ads,spend,114.53,127.66571428571429,8.812005285053656,-21.947719570767944,140.66670026775188,5.68770624582138,-31.82440651357325
2024-06-25,Bing Ads,spend,117.05,125.71,0.41218526255647,-9.072185262556467,142.41384709362475,-1.2004773816250909,-24.163369711999664
2024-06-26,Bing Ads,spend,150.79,128.03857142857143,-0.7397973021229555,23.491225873551517,144.17661985844282,7.218776379585222,-0.6053962380280495
2024-06-27,Bing Ads,spend,149.08,140.22,0.10385407181244655,8.756145928187568,146.13830400227317,3.6149890835549856,-0.673293085828135
2024-06-28,Bing Ads,spend,104.78,147.00714285714284,-0.07745518417341307,-42.14968767296942,148.37531595624415,-8.158628667028822,-35.43668728921533
2024-06-29,Bing Ads,spend,139.22,153.5257142857143,-4.956365454318205,-9.349348831396082,150.56317109920323,-13.948435708691964,2.605264609488728
2024-06-30,Bing Ads,spend,206.09,148.13857142857145,-3.5544266788080026,61.50585525023655,152.70936899851188,5.625648985410773,47.75498201607735
